id,key,value,type
177285556,highway,turning_circle,regular
177285825,highway,turning_circle,regular
177286486,highway,turning_circle,regular
177292781,highway,turning_circle,regular
177300787,highway,turning_circle,regular
177303087,noexit,yes,regular
177303087,source,Bing,regular
177315043,highway,turning_circle,regular
177317461,highway,turning_circle,regular
177323556,highway,turning_circle,regular
177326752,highway,traffic_signals,regular
177329675,highway,turning_circle,regular
177331028,highway,turning_circle,regular
177337216,highway,traffic_signals,regular
177340344,highway,turning_circle,regular
177346764,highway,turning_circle,regular
177351997,highway,turning_circle,regular
177366560,highway,turning_circle,regular
177367497,highway,turning_circle,regular
177376173,highway,turning_circle,regular
177384967,highway,turning_circle,regular
177387542,highway,turning_circle,regular
177388473,source,Yahoo,regular
177388473,highway,turning_circle,regular
177389650,source,Bing,regular
177389650,highway,turning_circle,regular
177390179,highway,turning_circle,regular
177392461,source,Yahoo,regular
177392461,highway,turning_circle,regular
177393987,highway,turning_circle,regular
213610840,source,yahoo,regular
213612380,source,yahoo,regular
288049118,highway,traffic_signals,regular
316934672,entrance,main,regular
358912504,ele,3763,regular
358912504,name,Watanga Mountain,regular
358912504,natural,peak,regular
358912504,created,10/13/1978,gnis
358912504,state_id,08,gnis
358912504,county_id,049,gnis
358912504,feature_id,178157,gnis
358913013,ele,2682,regular
358913013,name,Walker Mountain,regular
358913013,natural,peak,regular
358913013,created,10/13/1978,gnis
358913013,state_id,08,gnis
358913013,county_id,013,gnis
358913013,feature_id,178556,gnis
358916308,ele,1528,regular
358916308,name,Prospect Reservoir,regular
358916308,landuse,reservoir,regular
358916308,created,10/13/1978,gnis
358916308,state_id,08,gnis
358916308,county_id,123,gnis
358916308,feature_id,180886,gnis
358917013,ele,3239,regular
358917013,name,California Mountain,regular
358917013,natural,peak,regular
358917013,created,10/13/1978,gnis
358917013,state_id,08,gnis
358917013,county_id,047,gnis
358917013,feature_id,181518,gnis
358918214,ele,3893,regular
358918214,name,Otter Mountain,regular
358918214,natural,peak,regular
358918214,created,10/13/1978,gnis
358918214,state_id,08,gnis
358918214,county_id,019,gnis
358918214,feature_id,181871,gnis
358918757,amenity,school,regular
358918757,ele,1648,regular
358918757,county_id,031,gnis
358918757,created,10/13/1978,gnis
358918757,edited,09/18/2007,gnis
358918757,feature_id,182233,gnis
358918757,state_id,08,gnis
358918757,name,Abraham Lincoln High School,regular
358918757,wikidata,Q4669022,regular
358919316,ele,2356,regular
358919316,name,Bald Mountain,regular
358919316,natural,peak,regular
358919316,created,10/13/1978,gnis
358919316,state_id,08,gnis
358919316,county_id,059,gnis
358919316,feature_id,182603,gnis
358920717,ele,1589,regular
358920717,name,Franklin Reservoir,regular
358920717,landuse,reservoir,regular
358920717,created,10/13/1978,gnis
358920717,state_id,08,gnis
358920717,county_id,001,gnis
358920717,feature_id,184678,gnis
358921257,ele,1615,regular
358921257,name,Wyman Elementary School,regular
358921257,amenity,school,regular
358921257,created,08/31/1992,gnis
358921257,state_id,08,gnis
358921257,county_id,031,gnis
358921257,feature_id,184906,gnis
358932726,ele,1529,regular
358932726,name,Harry Denning Irrigation Number 1 Dam,regular
358932726,waterway,dam,regular
358932726,created,09/01/1994,gnis
358932726,state_id,08,gnis
358932726,county_id,123,gnis
358932726,feature_id,198206,gnis
358938908,ele,1529,regular
358938908,name,North Star Dam,regular
358938908,waterway,dam,regular
358938908,created,09/01/1994,gnis
358938908,state_id,08,gnis
358938908,county_id,123,gnis
358938908,feature_id,200206,gnis
358939492,ele,1602,regular
358939492,name,Lower Derby Lake Dam,regular
358939492,waterway,dam,regular
358939492,created,09/01/1994,gnis
358939492,state_id,08,gnis
358939492,county_id,001,gnis
358939492,feature_id,200465,gnis
358944757,ele,2212,regular
358944757,name,KHOW-FM (Denver),regular
358944757,man_made,tower,regular
358944757,created,09/01/1994,gnis
358944757,state_id,08,gnis
358944757,county_id,059,gnis
358944757,feature_id,204115,gnis
358946705,ele,3923,regular
358946705,name,Mount Jasper,regular
358946705,natural,peak,regular
358946705,created,07/16/2003,gnis
358946705,state_id,08,gnis
358946705,county_id,013,gnis
358946705,feature_id,1989291,gnis
358948205,ele,1551,regular
358948205,name,Hygiene North Cemetery,regular
358948205,amenity,grave_yard,regular
358948205,created,08/31/1992,gnis
358948205,state_id,08,gnis
358948205,county_id,013,gnis
358948205,feature_id,2062318,gnis
358948802,ele,1739,regular
358948802,name,Cottonwood Creek Elementary School,regular
358948802,amenity,school,regular
358948802,edited,09/28/2007,gnis
358948802,created,05/22/2006,gnis
358948802,state_id,08,gnis
358948802,county_id,005,gnis
358948802,feature_id,2088586,gnis
358949342,ele,1613,regular
358949342,name,Sheridan Green Elementary School,regular
358949342,amenity,school,regular
358949342,edited,10/16/2007,gnis
358949342,created,06/05/2006,gnis
358949342,state_id,08,gnis
358949342,county_id,059,gnis
358949342,feature_id,2089313,gnis
358949810,ele,1647,regular
358949810,name,Hope Lutheran Church,regular
358949810,amenity,place_of_worship,regular
358949810,religion,christian,regular
358949810,denomination,lutheran,regular
358949810,created,03/06/2007,gnis
358949810,state_id,08,gnis
358949810,county_id,005,gnis
358949810,feature_id,2108777,gnis
358950289,ele,1627,regular
358950289,name,Bonnie Brae Baptist Church,regular
358950289,amenity,place_of_worship,regular
358950289,religion,christian,regular
358950289,denomination,baptist,regular
358950289,created,03/27/2007,gnis
358950289,state_id,08,gnis
358950289,county_id,031,gnis
358950289,feature_id,2110972,gnis
358950765,ele,1628,regular
358950765,name,Redeemer Lutheran Church,regular
358950765,amenity,place_of_worship,regular
358950765,lutheran,Lutheran Church - Missouri Synod,regular
358950765,religion,christian,regular
358950765,denomination,lutheran,regular
358950765,created,04/03/2007,gnis
358950765,state_id,08,gnis
358950765,county_id,031,gnis
358950765,feature_id,2112317,gnis
358951222,ele,1671,regular
358951222,name,Beth Eden Baptist Church,regular
358951222,amenity,place_of_worship,regular
358951222,religion,christian,regular
358951222,denomination,baptist,regular
358951222,created,04/17/2007,gnis
358951222,state_id,08,gnis
358951222,county_id,059,gnis
358951222,feature_id,2118139,gnis
358951668,ele,1673,regular
358951668,name,The Church of Jesus Christ of Latter-day Saints,regular
358951668,amenity,place_of_worship,regular
358951668,religion,christian,regular
358951668,denomination,mormon,regular
358951668,created,05/01/2007,gnis
358951668,state_id,08,gnis
358951668,county_id,059,gnis
358951668,feature_id,2120095,gnis
358952185,city,Aurora,addr
358952185,housenumber,2500,addr
358952185,postcode,80014,addr
358952185,state,CO,addr
358952185,street,South Abilene Street,addr
358952185,amenity,post_office,regular
358952185,ele,1724,regular
358952185,county_id,005,gnis
358952185,created,05/25/2007,gnis
358952185,feature_id,2124766,gnis
358952185,state_id,08,gnis
358952185,name,Gateway Station Aurora Post Office,regular
358952185,operator,US Postal Service,regular
358952185,phone,303-873-7062,regular
358952185,ref,80014,regular
358952185,source,bing,regular
358952785,ele,1751,regular
358952785,name,Bear Canyon Elementary School,regular
358952785,amenity,school,regular
358952785,created,06/18/2008,gnis
358952785,state_id,08,gnis
358952785,county_id,035,gnis
358952785,feature_id,2439149,gnis
366394856,ele,1683,regular
366394856,name,Littleton Fire Rescue Station 12,regular
366394856,amenity,fire_station,regular
366394856,state,CO,addr
366394856,feature_id,2110935,gnis
366394856,county_name,Arapahoe,gnis
366394856,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
366395133,ele,1707,regular
366395133,name,Lefthand Fire Protection District Central Station,regular
366395133,amenity,fire_station,regular
366395133,state,CO,addr
366395133,feature_id,2368655,gnis
366395133,county_name,Boulder,gnis
366395133,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
366395485,ele,1763,regular
366395485,name,South Metro Fire Rescue Station 34,regular
366395485,amenity,fire_station,regular
366395485,state,CO,addr
366395485,feature_id,2368807,gnis
366395485,county_name,Douglas,gnis
366395485,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
366395980,ele,1629,regular
366395980,name,Columbine Valley Police Department,regular
366395980,amenity,police,regular
366395980,state,CO,addr
366395980,feature_id,2369934,gnis
366395980,county_name,Arapahoe,gnis
366395980,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
369162901,ele,3039,regular
369162901,name,Jumbo Mine,regular
369162901,landuse,quarry,regular
369162901,state,CO,addr
369162901,created,10/13/1978,gnis
369162901,feature_id,181029,gnis
369162901,county_name,Gilpin,gnis
369162901,feature_type,Mine,gnis
369163259,ele,2701,regular
369163259,name,Lebanon Tunnel,regular
369163259,landuse,quarry,regular
369163259,state,CO,addr
369163259,created,10/13/1978,gnis
369163259,feature_id,181913,gnis
369163259,county_name,Clear Creek,gnis
369163259,feature_type,Mine,gnis
369165726,ele,1822,regular
369165726,name,Harrington Ranch Airport,regular
369165726,aeroway,aerodrome,regular
369165726,state,CO,addr
369165726,source_ref,geonames.usgs.gov,regular
369165726,created,09/01/1994,gnis
369165726,feature_id,204262,gnis
369165726,county_name,Arapahoe,gnis
369165726,feature_type,Airport,gnis
369167408,ele,2498,regular
369167408,name,Bismark Mine,regular
369167408,landuse,quarry,regular
369167408,historic,mine,regular
369167408,state,CO,addr
369167408,created,04/29/1996,gnis
369167408,feature_id,1683429,gnis
369167408,county_name,Boulder,gnis
369167408,feature_type,Mine,gnis
369167925,ele,2027,regular
369167925,name,Home Sweet Home Mine,regular
369167925,landuse,quarry,regular
369167925,state,CO,addr
369167925,created,04/29/1996,gnis
369167925,feature_id,1683847,gnis
369167925,county_name,Boulder,gnis
369167925,feature_type,Mine,gnis
369168661,ele,1543,regular
369168661,name,Brennan Mine,regular
369168661,landuse,quarry,regular
369168661,state,CO,addr
369168661,created,04/29/1996,gnis
369168661,feature_id,1683939,gnis
369168661,county_name,Boulder,gnis
369168661,feature_type,Mine,gnis
369170658,ele,2496,regular
369170658,name,Sampson Mine,regular
369170658,landuse,quarry,regular
369170658,state,CO,addr
369170658,created,04/30/1996,gnis
369170658,feature_id,1684676,gnis
369170658,county_name,Clear Creek,gnis
369170658,feature_type,Mine,gnis
369170899,ele,2407,regular
369170899,name,Magner Mine,regular
369170899,landuse,quarry,regular
369170899,state,CO,addr
369170899,created,04/30/1996,gnis
369170899,feature_id,1685136,gnis
369170899,county_name,Boulder,gnis
369170899,feature_type,Mine,gnis
369171162,ele,2760,regular
369171162,name,Grace Mine,regular
369171162,landuse,quarry,regular
369171162,state,CO,addr
369171162,created,04/30/1996,gnis
369171162,feature_id,1685012,gnis
369171162,county_name,Gilpin,gnis
369171162,feature_type,Mine,gnis
369171664,ele,3047,regular
369171664,name,Gold Anchor Mine,regular
369171664,landuse,quarry,regular
369171664,state,CO,addr
369171664,created,04/30/1996,gnis
369171664,feature_id,1685322,gnis
369171664,county_name,Clear Creek,gnis
369171664,feature_type,Mine,gnis
369172194,ele,1616,regular
369172194,name,Parkdale Pit,regular
369172194,landuse,quarry,regular
369172194,state,CO,addr
369172194,created,04/30/1996,gnis
369172194,feature_id,1685212,gnis
369172194,county_name,Broomfield,gnis
369172194,feature_type,Mine,gnis
369172554,ele,2563,regular
369172554,name,E and H Jelly Roll Mine,regular
369172554,landuse,quarry,regular
369172554,state,CO,addr
369172554,created,05/08/1996,gnis
369172554,feature_id,1693564,gnis
369172554,county_name,Gilpin,gnis
369172554,feature_type,Mine,gnis
369172967,ele,2475,regular
369172967,name,Elky Tunnel Mine,regular
369172967,landuse,quarry,regular
369172967,state,CO,addr
369172967,created,04/30/1996,gnis
369172967,feature_id,1685501,gnis
369172967,county_name,Clear Creek,gnis
369172967,feature_type,Mine,gnis
369173218,ele,2436,regular
369173218,name,Mastedon Mine,regular
369173218,landuse,quarry,regular
369173218,state,CO,addr
369173218,created,04/30/1996,gnis
369173218,feature_id,1685620,gnis
369173218,county_name,Clear Creek,gnis
369173218,feature_type,Mine,gnis
369173600,ele,2807,regular
369173600,name,Oregon Mine,regular
369173600,landuse,quarry,regular
369173600,state,CO,addr
369173600,created,04/30/1996,gnis
369173600,feature_id,1685644,gnis
369173600,county_name,Clear Creek,gnis
369173600,feature_type,Mine,gnis
369173938,ele,2823,regular
369173938,name,Evergreen Mine,regular
369173938,landuse,quarry,regular
369173938,state,CO,addr
369173938,created,05/08/1996,gnis
369173938,feature_id,1694082,gnis
369173938,county_name,Clear Creek,gnis
369173938,feature_type,Mine,gnis
369174245,ele,2848,regular
369174245,name,Amy Mine,regular
369174245,landuse,quarry,regular
369174245,state,CO,addr
369174245,created,05/08/1996,gnis
369174245,feature_id,1693741,gnis
369174245,county_name,Clear Creek,gnis
369174245,feature_type,Mine,gnis
369174371,ele,3039,regular
369174371,name,Kane Mine,regular
369174371,landuse,quarry,regular
369174371,state,CO,addr
369174371,created,05/08/1996,gnis
369174371,feature_id,1693864,gnis
369174371,county_name,Clear Creek,gnis
369174371,feature_type,Mine,gnis
369174513,ele,2578,regular
369174513,name,Arthur Mine,regular
369174513,landuse,quarry,regular
369174513,state,CO,addr
369174513,created,05/08/1996,gnis
369174513,feature_id,1693971,gnis
369174513,county_name,Clear Creek,gnis
369174513,feature_type,Mine,gnis
369175063,ele,2157,regular
369175063,name,Burroughs Feldspar Mine,regular
369175063,landuse,quarry,regular
369175063,state,CO,addr
369175063,created,05/08/1996,gnis
369175063,feature_id,1694337,gnis
369175063,county_name,Jefferson,gnis
369175063,feature_type,Mine,gnis
369178178,ele,1540,regular
369178178,name,Boulder Valley Mine,regular
369178178,landuse,quarry,regular
369178178,state,CO,addr
369178178,created,04/29/1996,gnis
369178178,feature_id,1683969,gnis
369178178,county_name,Boulder,gnis
369178178,feature_type,Mine,gnis
371300799,waterway,weir,regular
374608388,tmp,tmp,regular
395230591,highway,turning_circle,regular
415817076,name,"Burnt Barrel, Colorado Spirits & Sports",regular
415817076,amenity,restaurant,regular
415817076,city,Denver,addr
415817076,state,CO,addr
415817076,street,16th Street,addr
415817076,postcode,80202,addr
415817076,housenumber,1201,addr
418824889,leisure,playground,regular
429664235,highway,traffic_signals,regular
434146862,ref,5,regular
434146862,exit_to,Parker Road,regular
434146862,highway,motorway_junction,regular
441422908,highway,traffic_signals,regular
441504974,highway,traffic_signals,regular
465167984,source,Yahoo,regular
465167984,highway,traffic_signals,regular
471263061,highway,traffic_signals,regular
471633536,name,Red Robin,regular
471633536,amenity,restaurant,regular
473246106,source,Bing,regular
473246106,highway,crossing,regular
473246106,crossing,traffic_signals,regular
473874138,highway,traffic_signals,regular
477656347,highway,traffic_signals,regular
489143356,highway,traffic_signals,regular
499849162,highway,turning_circle,regular
505864027,source,USGS,regular
505864027,highway,turning_circle,regular
508027951,source,Bing,regular
508027951,bicycle,yes,regular
508027951,highway,crossing,regular
508027951,crossing,traffic_signals,regular
508029954,highway,turning_circle,regular
515457562,name,Heavens Dragon,regular
515457562,amenity,restaurant,regular
527761625,highway,traffic_signals,regular
529018943,power,tower,regular
529018943,source,Bing,regular
530357522,highway,crossing,regular
539303789,highway,traffic_signals,regular
544204465,highway,traffic_signals,regular
550424732,barrier,gate,regular
560211722,source,Bing,regular
560211722,bicycle,dismount,regular
560211722,highway,crossing,regular
560211722,crossing,traffic_signals,regular
560211722,supervised,yes,regular
561052957,source,bing,regular
561052957,highway,crossing,regular
561052957,crossing,uncontrolled,regular
563628790,name,Corner Store,regular
563628790,shop,convenience,regular
571724042,highway,turning_circle,regular
573024622,name,Noodles and Company,regular
573024622,amenity,fast_food,regular
574814396,name,M D Liquors,regular
574814396,shop,alcohol,regular
587599224,highway,traffic_signals,regular
587611072,highway,turning_circle,regular
595784457,amenity,bicycle_parking,regular
618498584,name,Walgreens,regular
618498584,source,ground_survey,regular
618498584,amenity,pharmacy,regular
618498584,dispensing,yes,regular
631344780,highway,turning_circle,regular
655846250,name,Pho 4 U,regular
655846250,phone,303-761-9905,regular
655846250,amenity,restaurant,regular
655846250,cuisine,vietnamese,regular
655846250,website,http://www.pho-4u.com/,regular
655846250,old_name,Fatburger,regular
655846250,city,Sheridan,addr
655846250,street,River Point Parkway,addr
655846250,postcode,80110,addr
655846250,housenumber,3610-C,addr
656843234,highway,traffic_signals,regular
661896358,railway,level_crossing,regular
662698501,city,Northglenn,addr
662698501,street,Community Circle Dr,addr
662698501,country,US,addr
662698501,postcode,80233,addr
662698501,housenumber,93,addr
663914456,city,Northglenn,addr
663914456,street,Community Circle Dr,addr
663914456,country,US,addr
663914456,postcode,80233,addr
663914456,housenumber,19,addr
683704551,highway,crossing,regular
683704551,crossing,zebra,regular
683768093,highway,traffic_signals,regular
684322894,source,Bing,regular
684322894,highway,crossing,regular
684322894,crossing,unmarked,regular
688199834,highway,traffic_signals,regular
688290477,highway,turning_circle,regular
688299508,highway,turning_circle,regular
693535143,highway,turning_circle,regular
694496835,power,tower,regular
703033790,ref,243,regular
703033790,highway,motorway_junction,regular
711335258,name,Safeway,regular
711335258,shop,supermarket,regular
724646899,railway,level_crossing,regular
726952243,highway,turning_circle,regular
728876821,city,Denver,addr
728876821,housenumber,757,addr
728876821,postcode,80205,addr
728876821,state,CO,addr
728876821,street,East 20th Avenue,addr
728876821,unit,320,addr
728876821,amenity,restaurant,regular
728876821,cuisine,asian,regular
728876821,description,Chinese,regular
728876821,name,Happy Kitchen,regular
735995835,highway,turning_circle,regular
765404446,highway,traffic_signals,regular
765405902,crossing,zebra,regular
765405902,highway,crossing,regular
770997371,ref,292,regular
770997371,highway,motorway_junction,regular
791528873,railway,switch,regular
792690761,power,pole,regular
792690761,source,Yahoo,regular
792701735,power,pole,regular
792701735,source,Yahoo,regular
795009414,power,pole,regular
795083025,power,tower,regular
795083025,source,Yahoo,regular
795083454,power,tower,regular
795083454,source,Yahoo,regular
796492283,power,tower,regular
797474372,power,tower,regular
800961885,power,tower,regular
801191979,power,tower,regular
801390157,highway,turning_circle,regular
802434847,power,tower,regular
802966718,ref,396,regular
802966718,power,tower,regular
802966718,source,Yahoo,regular
802966718,material,steel,regular
806243007,highway,crossing,regular
816033075,entrance,yes,regular
823953114,highway,crossing,regular
823953114,crossing,uncontrolled,regular
823984737,highway,crossing,regular
823984737,crossing,uncontrolled,regular
824050464,highway,traffic_signals,regular
824093381,crossing,uncontrolled,regular
836046159,name,Starbucks,regular
836046159,amenity,cafe,regular
836046159,cuisine,coffee_shop,regular
836046159,street,West 64th Avenue,addr
836046159,postcode,80004,addr
836046159,housenumber,12395,addr
847511797,amenity,parking,regular
848380428,highway,turning_circle,regular
872391130,source,OSMP,regular
873446109,highway,turning_circle,regular
925946607,power,tower,regular
925946607,source,Yahoo,regular
927654625,highway,turning_circle,regular
947039770,ref,A36,regular
947039770,source,yahoo_wms,regular
947039770,aeroway,gate,regular
947039770,operator,Frontier,regular
947516947,street,High Street,addr
947516947,housenumber,744,addr
947582674,city,Idaho Springs,addr
947582674,street,Colorado Blvd,addr
947582674,housenumber,1244,addr
956638523,name,Brother's Lookout,regular
956638523,tourism,viewpoint,regular
965287080,power,tower,regular
965287080,source,Yahoo,regular
967331114,name,Einstein Bros Bagels,regular
967331114,amenity,restaurant,regular
974637246,amenity,bicycle_parking,regular
974637246,bicycle_parking,stands,regular
986058018,name,Louisville Sports Complex Parking,regular
986058018,amenity,parking,regular
999018691,highway,turning_circle,regular
1004891644,emergency,fire_hydrant,regular
1025846627,highway,turning_circle,regular
1030207045,name,Noodles & Company,regular
1030207045,amenity,fast_food,regular
1030394346,name,Starbucks,regular
1030394346,amenity,cafe,regular
1044281112,name,Big Ben Car Wash,regular
1044281112,source,ground_survey,regular
1044281112,amenity,car_wash,regular
1044281112,automated,yes,regular
1044281112,designation,vaccums on south side,regular
1044281112,self_service,yes,regular
1044852454,noexit,yes,regular
1053211438,tourism,picnic_site,regular
1053211614,power,tower,regular
1068730182,source,survey,regular
1068730182,emergency,fire_hydrant,regular
1076443411,tmp,tmp,regular
1080001670,tmp,tmp,regular
1090914951,power,tower,regular
1090914951,source,bing,regular
1090916251,highway,turning_circle,regular
1100863807,power,tower,regular
1100863807,source,bing,regular
1100865867,power,tower,regular
1100865867,source,bing,regular
1105660852,power,tower,regular
1105660852,source,bing,regular
1106703711,power,tower,regular
1106703711,source,bing,regular
1108656519,ref,53,regular
1108656519,power,tower,regular
1108656519,source,bing,regular
1108657596,ref,21,regular
1108657596,power,tower,regular
1108657596,source,bing,regular
1109160568,power,tower,regular
1109160568,source,bing,regular
1110056370,ref,12,regular
1110056370,power,tower,regular
1110056370,source,bing,regular
1125910692,highway,turning_circle,regular
1126560209,amenity,fast_food,regular
1130631745,emergency,fire_hydrant,regular
1133360033,foot,yes,regular
1133360033,barrier,bollard,regular
1133360033,bicycle,yes,regular
1152346695,highway,traffic_signals,regular
1157630499,name,Smiling Moose Deli,regular
1157630499,amenity,restaurant,regular
1158426767,name,Starbucks,regular
1158426767,amenity,cafe,regular
1158426767,city,Denver,addr
1158426767,state,CO,addr
1158426767,wheelchair,yes,regular
1158426767,street,Broadway,addr
1158426767,postcode,80202,addr
1158426767,housenumber,1670,addr
1183677034,highway,turning_circle,regular
1185570517,name,DQ,regular
1185570517,amenity,fast_food,regular
1185570517,cuisine,ice_cream,regular
1185570517,opening_hours,Su-Th 11:00-21:00; Fr-Sa 11:00-22:00,regular
1196574862,power,tower,regular
1197700875,power,tower,regular
1197701402,power,tower,regular
1197702417,power,tower,regular
1197703355,power,tower,regular
1199355448,power,tower,regular
1203514005,power,tower,regular
1203514512,power,tower,regular
1203515066,power,tower,regular
1203515711,power,tower,regular
1203942123,power,tower,regular
1203942226,power,tower,regular
1203942446,power,tower,regular
